REF_DATE,GEO,Gender,Indicators,VALUE,Age group,Characteristics
2021,Territories,X Gender,"Yes, feels lonely",59.3,65 + years,Retired
2021,Territories,X Gender,"Sometimes, feels lonely",36.0,65 + years,Retired
2021,Territories,X Gender,"Sometimes, feels lonely",30.5,65 + years,Retired
2021,Territories,X Gender,"Sometimes, feels lonely",33.2,65 + years,Retired
2021,Territories,X Gender,"No, do not feel lonely",9.1,65 + years,Retired
2021,Territories,X Gender,"No, do not feel lonely",6.3,65 + years,Retired
2021,Territories,X Gender,"No, do not feel lonely",7.6,65 + years,Retired
2021,Territories,X Gender,"Yes, feels lonely",55.5,65 + years,Retired
2021,Territories,X Gender,"Yes, feels lonely",45.0,65 + years,Non-permanent residents
2021,Territories,X Gender,"Sometimes, feels lonely",32.4,65 + years,Native
2021,Territories,X Gender,"Yes, feels lonely",57.7,65 + years,Non-permanent residents
2021,Territories,X Gender,"Yes, feels lonely",52.9,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",63.7,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",34.6,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",16.3,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",24.3,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",20.2,65 + years,Visible Minority
2021,Territories,X Gender,"No, do not feel lonely",6.9,65 + years,Visible Minority
2021,Territories,X Gender,"No, do not feel lonely",12.1,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",32.9,65 + years,Non-permanent residents
2021,Territories,X Gender,"Sometimes, feels lonely",39.7,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",50.3,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",45.8,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",26.7,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",35.7,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",22.1,65 + years,Visible Minority
2021,Territories,X Gender,"No, do not feel lonely",8.6,65 + years,Visible Minority
2021,Territories,X Gender,"No, do not feel lonely",14.1,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",52.7,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",35.4,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",43.9,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",51.5,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",73.2,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",34.7,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",21.7,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",33.8,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",33.6,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",31.0,65 + years,Other
2021,Territories,X Gender,"Sometimes, feels lonely",32.3,65 + years,Other
2021,Territories,X Gender,"No, do not feel lonely",14.2,65 + years,Other
2021,Territories,X Gender,"No, do not feel lonely",12.2,65 + years,Other
2021,Territories,X Gender,"No, do not feel lonely",13.2,65 + years,Other
2021,Territories,X Gender,"Yes, feels lonely",67.3,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",37.2,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",52.5,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",48.9,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",21.1,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",33.6,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",27.8,65 + years,Visible Minority
2021,Territories,X Gender,"No, do not feel lonely",6.4,65 + years,Visible Minority
2021,Territories,X Gender,"No, do not feel lonely",13.9,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",49.8,65 + years,Visible Minority
2021,Territories,X Gender,"No, do not feel lonely",26.3,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",37.3,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",52.6,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",30.3,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",41.0,65 + years,Visible Minority
2021,Territories,X Gender,"No, do not feel lonely",13.1,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",42.9,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",60.8,65 + years,Visible Minority
2021,Territories,X Gender,"No, do not feel lonely",13.5,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",34.5,65 + years,Visible Minority
2021,Territories,X Gender,"No, do not feel lonely",13.1,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",19.1,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",52.9,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",51.6,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",54.2,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",42.4,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",54.2,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",17.9,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",46.0,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",38.9,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",48.3,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",40.1,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",52.1,65 + years,Visible Minority
2021,Territories,X Gender,"No, do not feel lonely",12.4,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",15.7,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",34.1,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",39.4,65 + years,Visible Minority
2021,Territories,X Gender,"No, do not feel lonely",13.7,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",16.6,65 + years,Visible Minority
2021,Territories,X Gender,"No, do not feel lonely",9.1,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",17.9,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",45.0,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",36.2,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",48.2,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",48.2,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",20.9,65 + years,Visible Minority
2021,Territories,X Gender,"No, do not feel lonely",8.0,65 + years,Visible Minority
2021,Territories,X Gender,"No, do not feel lonely",13.8,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",51.1,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",23.2,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",36.1,65 + years,Visible Minority
2021,Territories,X Gender,"No, do not feel lonely",13.2,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",56.2,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",40.3,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",30.4,65 + years,Visible Minority
2021,Territories,X Gender,"No, do not feel lonely",13.0,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",33.6,65 + years,Visible Minority
2021,Territories,X Gender,"No, do not feel lonely",14.7,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",27.0,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",32.7,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",40.3,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",45.3,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",25.9,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",32.1,65 + years,Visible Minority
2021,Territories,X Gender,"Sometimes, feels lonely",33.3,65 + years,Visible Minority
2021,Territories,X Gender,"Yes, feels lonely",42.2,65 + years,Visible Minority
2022,Saskatchewan,X Gender,"No, do not feel lonely",9.7,0 to 4 years,Living with two parents
2022,Saskatchewan,X Gender,"No, do not feel lonely",8.8,25 to 64 years,Living with two parents
2022,Saskatchewan,X Gender,"Yes, feels lonely",50.3,0 to 4 years,Living with lone parent
2022,Saskatchewan,X Gender,"Sometimes, feels lonely",16.8,11 to 14 years,Other
2022,Saskatchewan,X Gender,"Sometimes, feels lonely",16.3,25 to 64 years,Other
2022,Saskatchewan,X Gender,"Sometimes, feels lonely",15.9,0 to 4 years,Other
2022,Manitoba,X Gender,"Sometimes, feels lonely",21.8,20 to 24 years,Not living with any parent
2022,Saskatchewan,X Gender,"Sometimes, feels lonely",37.7,25 to 64 years,Living with lone parent
2022,Saskatchewan,X Gender,"Sometimes, feels lonely",30.8,25 to 64 years,Not living with any parent
2022,British Columbia,X Gender,"No, do not feel lonely",12.5,20 to 24 years,Other
2022,Manitoba,X Gender,"Yes, feels lonely",48.7,15 to 19 years,Not living with any parent
2022,Ontario,X Gender,"No, do not feel lonely",13.9,20 to 24 years,Living with lone parent
2022,Ontario,X Gender,"Sometimes, feels lonely",21.5,20 to 24 years,Not living with any parent
2022,Manitoba,X Gender,"Sometimes, feels lonely",18.2,25 to 64 years,Other
2022,Manitoba,X Gender,"No, do not feel lonely",12.2,25 to 64 years,Living with two parents
2022,Manitoba,X Gender,"Sometimes, feels lonely",38.3,25 to 64 years,Living with lone parent
2022,Manitoba,X Gender,"Sometimes, feels lonely",26.3,25 to 64 years,Not living with any parent
2022,Manitoba,X Gender,"Sometimes, feels lonely",22.3,0 to 4 years,Other
2022,Manitoba,X Gender,"Sometimes, feels lonely",17.3,0 to 4 years,Living with two parents
2022,Manitoba,X Gender,"Yes, feels lonely",54.5,0 to 4 years,Living with lone parent
2022,Manitoba,X Gender,"Sometimes, feels lonely",18.8,11 to 14 years,Other
2022,Manitoba,X Gender,"No, do not feel lonely",12.5,11 to 14 years,Living with two parents
2022,Manitoba,X Gender,"Sometimes, feels lonely",38.7,11 to 14 years,Living with lone parent
2022,Manitoba,X Gender,"Yes, feels lonely",42.5,11 to 14 years,Not living with any parent
2022,Manitoba,X Gender,"Sometimes, feels lonely",20.6,5 to 10 years,Other
2022,Manitoba,X Gender,"No, do not feel lonely",14.5,5 to 10 years,Living with two parents
2022,Manitoba,X Gender,"Sometimes, feels lonely",33.7,5 to 10 years,Not living with any parent
2022,Manitoba,X Gender,"Sometimes, feels lonely",15.0,15 to 19 years,Other
2022,Manitoba,X Gender,"No, do not feel lonely",7.7,15 to 19 years,Living with two parents
2022,Manitoba,X Gender,"Sometimes, feels lonely",27.5,15 to 19 years,Living with lone parent
2022,Manitoba,X Gender,"No, do not feel lonely",13.1,20 to 24 years,Other
2022,Manitoba,X Gender,"Yes, feels lonely",44.2,5 to 10 years,Living with lone parent
2022,Saskatchewan,X Gender,"Sometimes, feels lonely",39.8,15 to 19 years,Not living with any parent
2022,Saskatchewan,X Gender,"Sometimes, feels lonely",38.6,11 to 14 years,Living with lone parent
2022,Alberta,X Gender,"Sometimes, feels lonely",26.9,15 to 19 years,Living with lone parent
2022,Alberta,X Gender,"Sometimes, feels lonely",16.3,15 to 19 years,Not living with any parent
2022,Alberta,X Gender,"No, do not feel lonely",6.6,20 to 24 years,Other
2022,Alberta,X Gender,"Sometimes, feels lonely",15.6,20 to 24 years,Living with lone parent
2022,Alberta,X Gender,"No, do not feel lonely",14.0,20 to 24 years,Not living with any parent
2022,British Columbia,X Gender,"No, do not feel lonely",11.5,25 to 64 years,Other
2022,British Columbia,X Gender,"No, do not feel lonely",6.7,25 to 64 years,Living with two parents
2022,British Columbia,X Gender,"Sometimes, feels lonely",23.5,25 to 64 years,Living with lone parent
2022,British Columbia,X Gender,"Sometimes, feels lonely",22.7,25 to 64 years,Not living with any parent
2022,British Columbia,X Gender,"No, do not feel lonely",10.7,0 to 4 years,Other
2022,British Columbia,X Gender,"No, do not feel lonely",9.0,0 to 4 years,Living with two parents
2022,British Columbia,X Gender,"Sometimes, feels lonely",29.1,0 to 4 years,Living with lone parent
2022,British Columbia,X Gender,"No, do not feel lonely",11.3,11 to 14 years,Other
2022,British Columbia,X Gender,"No, do not feel lonely",7.0,11 to 14 years,Living with two parents
2022,British Columbia,X Gender,"Sometimes, feels lonely",25.2,11 to 14 years,Living with lone parent
2022,British Columbia,X Gender,"Sometimes, feels lonely",27.0,11 to 14 years,Not living with any parent
2022,British Columbia,X Gender,"No, do not feel lonely",11.9,5 to 10 years,Other
2022,British Columbia,X Gender,"No, do not feel lonely",7.8,5 to 10 years,Living with two parents
2022,British Columbia,X Gender,"Sometimes, feels lonely",28.6,5 to 10 years,Living with lone parent
2022,British Columbia,X Gender,"No, do not feel lonely",10.2,15 to 19 years,Other
2022,British Columbia,X Gender,"No, do not feel lonely",5.3,15 to 19 years,Living with two parents
2022,British Columbia,X Gender,"Sometimes, feels lonely",19.7,15 to 19 years,Living with lone parent
2022,British Columbia,X Gender,"Sometimes, feels lonely",26.7,15 to 19 years,Not living with any parent
2022,Alberta,X Gender,"No, do not feel lonely",6.8,15 to 19 years,Living with two parents
2022,Saskatchewan,X Gender,"No, do not feel lonely",9.6,11 to 14 years,Living with two parents
2022,Alberta,X Gender,"No, do not feel lonely",10.0,15 to 19 years,Other
2022,Alberta,X Gender,"No, do not feel lonely",8.6,5 to 10 years,Living with two parents
2022,Saskatchewan,X Gender,"Yes, feels lonely",42.6,11 to 14 years,Not living with any parent
2022,Saskatchewan,X Gender,"Sometimes, feels lonely",18.8,5 to 10 years,Other
2022,Saskatchewan,X Gender,"No, do not feel lonely",11.8,5 to 10 years,Living with two parents
2022,Saskatchewan,X Gender,"Yes, feels lonely",43.7,5 to 10 years,Living with lone parent
2022,Saskatchewan,X Gender,"Yes, feels lonely",47.4,5 to 10 years,Not living with any parent
2022,Saskatchewan,X Gender,"No, do not feel lonely",12.8,15 to 19 years,Other
2022,Saskatchewan,X Gender,"No, do not feel lonely",4.9,15 to 19 years,Living with two parents
2022,Saskatchewan,X Gender,"Sometimes, feels lonely",29.0,15 to 19 years,Living with lone parent
2022,British Columbia,X Gender,"No, do not feel lonely",2.5,20 to 24 years,Living with two parents
2022,Saskatchewan,X Gender,"Sometimes, feels lonely",15.0,20 to 24 years,Other
2022,Saskatchewan,X Gender,"Sometimes, feels lonely",27.0,20 to 24 years,Not living with any parent
2022,Alberta,X Gender,"No, do not feel lonely",10.6,25 to 64 years,Other
2022,Alberta,X Gender,"No, do not feel lonely",7.4,25 to 64 years,Living with two parents
2022,Alberta,X Gender,"Sometimes, feels lonely",28.6,25 to 64 years,Living with lone parent
2022,Alberta,X Gender,"No, do not feel lonely",14.8,25 to 64 years,Not living with any parent
2022,Alberta,X Gender,"No, do not feel lonely",12.6,0 to 4 years,Other
2022,Alberta,X Gender,"No, do not feel lonely",9.1,0 to 4 years,Living with two parents
2022,Alberta,X Gender,"Yes, feels lonely",43.8,0 to 4 years,Living with lone parent
2022,Alberta,X Gender,"No, do not feel lonely",11.0,11 to 14 years,Other
2022,Alberta,X Gender,"No, do not feel lonely",8.0,11 to 14 years,Living with two parents
2022,Alberta,X Gender,"Sometimes, feels lonely",27.3,11 to 14 years,Living with lone parent
2022,Alberta,X Gender,"Sometimes, feels lonely",17.0,11 to 14 years,Not living with any parent
2022,Alberta,X Gender,"No, do not feel lonely",11.6,5 to 10 years,Other
2022,Alberta,X Gender,"Sometimes, feels lonely",27.5,5 to 10 years,Living with lone parent
2022,Ontario,X Gender,"No, do not feel lonely",3.2,20 to 24 years,Living with two parents
2022,Territories,X Gender,"Sometimes, feels lonely",19.7,0 to 4 years,Not living with any parent
2022,Ontario,X Gender,"Sometimes, feels lonely",33.4,15 to 19 years,Not living with any parent
2022,Prince Edward Island,X Gender,"No, do not feel lonely",6.1,11 to 14 years,Living with two parents
2022,Prince Edward Island,X Gender,"No, do not feel lonely",11.6,11 to 14 years,Other
2022,Prince Edward Island,X Gender,"No, do not feel lonely",6.5,0 to 4 years,Living with two parents
2022,Prince Edward Island,X Gender,"No, do not feel lonely",9.1,0 to 4 years,Other
2022,Prince Edward Island,X Gender,"Sometimes, feels lonely",24.7,25 to 64 years,Not living with any parent
2022,Prince Edward Island,X Gender,"Sometimes, feels lonely",28.2,25 to 64 years,Living with lone parent
2022,Prince Edward Island,X Gender,"Sometimes, feels lonely",31.0,11 to 14 years,Living with lone parent
2022,Prince Edward Island,X Gender,"No, do not feel lonely",5.7,25 to 64 years,Living with two parents
2022,Newfoundland and Labrador,X Gender,"Sometimes, feels lonely",30.4,20 to 24 years,Not living with any parent
2022,Newfoundland and Labrador,X Gender,"No, do not feel lonely",14.2,20 to 24 years,Other
2022,Newfoundland and Labrador,X Gender,"Sometimes, feels lonely",33.3,15 to 19 years,Not living with any parent
2022,Newfoundland and Labrador,X Gender,"Sometimes, feels lonely",23.1,15 to 19 years,Living with lone parent
2022,Newfoundland and Labrador,X Gender,"No, do not feel lonely",8.9,15 to 19 years,Other
2022,Newfoundland and Labrador,X Gender,"Yes, feels lonely",40.0,5 to 10 years,Living with lone parent
2022,Prince Edward Island,X Gender,"No, do not feel lonely",12.4,25 to 64 years,Other
2022,Newfoundland and Labrador,X Gender,"No, do not feel lonely",6.1,5 to 10 years,Living with two parents
2022,Prince Edward Island,X Gender,"No, do not feel lonely",14.6,5 to 10 years,Other
2022,Prince Edward Island,X Gender,"Yes, feels lonely",42.7,5 to 10 years,Living with lone parent
2022,Nova Scotia,X Gender,"Sometimes, feels lonely",34.0,11 to 14 years,Not living with any parent
2022,Nova Scotia,X Gender,"Sometimes, feels lonely",32.2,11 to 14 years,Living with lone parent
2022,Nova Scotia,X Gender,"No, do not feel lonely",9.5,11 to 14 years,Living with two parents
2022,Nova Scotia,X Gender,"Sometimes, feels lonely",15.6,11 to 14 years,Other
2022,Nova Scotia,X Gender,"Yes, feels lonely",40.8,0 to 4 years,Living with lone parent
2022,Nova Scotia,X Gender,"No, do not feel lonely",13.6,0 to 4 years,Living with two parents
2022,Prince Edward Island,X Gender,"No, do not feel lonely",7.2,5 to 10 years,Living with two parents
2022,Nova Scotia,X Gender,"Sometimes, feels lonely",18.6,0 to 4 years,Other
2022,Nova Scotia,X Gender,"Sometimes, feels lonely",31.9,25 to 64 years,Living with lone parent
2022,Nova Scotia,X Gender,"No, do not feel lonely",9.3,25 to 64 years,Living with two parents
2022,Nova Scotia,X Gender,"Sometimes, feels lonely",16.3,25 to 64 years,Other
2022,Prince Edward Island,X Gender,"Sometimes, feels lonely",27.0,20 to 24 years,Not living with any parent
2022,Prince Edward Island,X Gender,"Sometimes, feels lonely",16.2,20 to 24 years,Other
2022,Prince Edward Island,X Gender,"No, do not feel lonely",6.7,15 to 19 years,Other
2022,Nova Scotia,X Gender,"Sometimes, feels lonely",27.8,25 to 64 years,Not living with any parent
2022,Nova Scotia,X Gender,"Sometimes, feels lonely",17.5,5 to 10 years,Other
2022,Newfoundland and Labrador,X Gender,"No, do not feel lonely",14.6,5 to 10 years,Other
2022,Newfoundland and Labrador,X Gender,"Sometimes, feels lonely",34.1,11 to 14 years,Living with lone parent
2022,Territories,X Gender,"Sometimes, feels lonely",30.1,5 to 10 years,Living with lone parent
2022,Territories,X Gender,"No, do not feel lonely",8.3,5 to 10 years,Living with two parents
2022,Territories,X Gender,"No, do not feel lonely",12.6,5 to 10 years,Other
2022,Territories,X Gender,"Sometimes, feels lonely",30.2,11 to 14 years,Not living with any parent
2022,Territories,X Gender,"Sometimes, feels lonely",26.2,11 to 14 years,Living with lone parent
2022,Territories,X Gender,"No, do not feel lonely",7.4,11 to 14 years,Living with two parents
2022,Territories,X Gender,"Sometimes, feels lonely",31.2,5 to 10 years,Not living with any parent
2022,Territories,X Gender,"No, do not feel lonely",11.7,11 to 14 years,Other
2022,Territories,X Gender,"No, do not feel lonely",9.3,0 to 4 years,Living with two parents
2022,Territories,X Gender,"No, do not feel lonely",12.2,0 to 4 years,Other
2022,Territories,X Gender,"Sometimes, feels lonely",23.5,25 to 64 years,Not living with any parent
2022,Territories,X Gender,"Sometimes, feels lonely",25.7,25 to 64 years,Living with lone parent
2022,Territories,X Gender,"No, do not feel lonely",7.1,25 to 64 years,Living with two parents
2022,Territories,X Gender,"No, do not feel lonely",11.7,25 to 64 years,Other
2022,Territories,X Gender,"Sometimes, feels lonely",34.7,0 to 4 years,Living with lone parent
2022,Newfoundland and Labrador,X Gender,"Sometimes, feels lonely",38.3,11 to 14 years,Not living with any parent
2022,Territories,X Gender,"No, do not feel lonely",10.1,15 to 19 years,Other
2022,Territories,X Gender,"Sometimes, feels lonely",19.7,15 to 19 years,Living with lone parent
2022,Newfoundland and Labrador,X Gender,"No, do not feel lonely",4.8,11 to 14 years,Living with two parents
2022,Newfoundland and Labrador,X Gender,"No, do not feel lonely",12.6,11 to 14 years,Other
2022,Newfoundland and Labrador,X Gender,"Yes, feels lonely",55.4,0 to 4 years,Living with lone parent
2022,Newfoundland and Labrador,X Gender,"No, do not feel lonely",5.7,0 to 4 years,Living with two parents
2022,Newfoundland and Labrador,X Gender,"No, do not feel lonely",13.9,0 to 4 years,Other
2022,Newfoundland and Labrador,X Gender,"Sometimes, feels lonely",31.6,25 to 64 years,Not living with any parent
2022,Territories,X Gender,"No, do not feel lonely",5.7,15 to 19 years,Living with two parents
2022,Newfoundland and Labrador,X Gender,"Sometimes, feels lonely",35.6,25 to 64 years,Living with lone parent
2022,Newfoundland and Labrador,X Gender,"No, do not feel lonely",13.2,25 to 64 years,Other
2022,Territories,X Gender,"Sometimes, feels lonely",22.0,20 to 24 years,Not living with any parent
2022,Territories,X Gender,"No, do not feel lonely",12.4,20 to 24 years,Living with lone parent
2022,Territories,X Gender,"No, do not feel lonely",2.5,20 to 24 years,Living with two parents
2022,Territories,X Gender,"No, do not feel lonely",11.2,20 to 24 years,Other
2022,Territories,X Gender,"Sometimes, feels lonely",29.9,15 to 19 years,Not living with any parent
2022,Newfoundland and Labrador,X Gender,"No, do not feel lonely",4.2,25 to 64 years,Living with two parents
2022,Ontario,X Gender,"No, do not feel lonely",11.2,20 to 24 years,Other
2022,Nova Scotia,X Gender,"No, do not feel lonely",11.4,5 to 10 years,Living with two parents
2022,Nova Scotia,X Gender,"No, do not feel lonely",12.2,15 to 19 years,Other
2022,Quebec,X Gender,"Sometimes, feels lonely",24.5,20 to 24 years,Not living with any parent
2022,Quebec,X Gender,"No, do not feel lonely",6.3,20 to 24 years,Living with lone parent
2022,Quebec,X Gender,"No, do not feel lonely",10.3,20 to 24 years,Other
2022,Quebec,X Gender,"Sometimes, feels lonely",25.5,15 to 19 years,Not living with any parent
2022,Quebec,X Gender,"No, do not feel lonely",12.8,15 to 19 years,Living with lone parent
2022,Quebec,X Gender,"No, do not feel lonely",2.5,15 to 19 years,Living with two parents
2022,Ontario,X Gender,"No, do not feel lonely",12.4,25 to 64 years,Other
2022,Quebec,X Gender,"No, do not feel lonely",6.0,15 to 19 years,Other
2022,Quebec,X Gender,"Sometimes, feels lonely",24.1,5 to 10 years,Living with lone parent
2022,Quebec,X Gender,"No, do not feel lonely",4.3,5 to 10 years,Living with two parents
2022,Quebec,X Gender,"No, do not feel lonely",8.4,5 to 10 years,Other
2022,Quebec,X Gender,"Sometimes, feels lonely",25.7,11 to 14 years,Not living with any parent
2022,Quebec,X Gender,"Sometimes, feels lonely",20.0,11 to 14 years,Living with lone parent
2022,Quebec,X Gender,"No, do not feel lonely",3.7,11 to 14 years,Living with two parents
2022,Quebec,X Gender,"Sometimes, feels lonely",26.2,5 to 10 years,Not living with any parent
2022,Quebec,X Gender,"No, do not feel lonely",7.6,11 to 14 years,Other
2022,Ontario,X Gender,"No, do not feel lonely",7.9,25 to 64 years,Living with two parents
2022,Ontario,X Gender,"Sometimes, feels lonely",23.7,25 to 64 years,Not living with any parent
2022,Ontario,X Gender,"Sometimes, feels lonely",20.5,15 to 19 years,Living with lone parent
2022,Ontario,X Gender,"No, do not feel lonely",7.1,15 to 19 years,Living with two parents
2022,Ontario,X Gender,"No, do not feel lonely",11.4,15 to 19 years,Other
2022,Ontario,X Gender,"Sometimes, feels lonely",35.6,5 to 10 years,Not living with any parent
2022,Ontario,X Gender,"Sometimes, feels lonely",31.0,5 to 10 years,Living with lone parent
2022,Ontario,X Gender,"No, do not feel lonely",9.3,5 to 10 years,Living with two parents
2022,Ontario,X Gender,"Sometimes, feels lonely",26.1,25 to 64 years,Living with lone parent
2022,Ontario,X Gender,"No, do not feel lonely",13.5,5 to 10 years,Other
2022,Ontario,X Gender,"Sometimes, feels lonely",26.9,11 to 14 years,Living with lone parent
2022,Ontario,X Gender,"No, do not feel lonely",8.5,11 to 14 years,Living with two parents
2022,Ontario,X Gender,"No, do not feel lonely",12.7,11 to 14 years,Other
2022,Ontario,X Gender,"Sometimes, feels lonely",33.5,0 to 4 years,Living with lone parent
2022,Ontario,X Gender,"No, do not feel lonely",9.9,0 to 4 years,Living with two parents
2022,Ontario,X Gender,"No, do not feel lonely",12.7,0 to 4 years,Other
2022,Ontario,X Gender,"Sometimes, feels lonely",33.9,11 to 14 years,Not living with any parent
2022,Nova Scotia,X Gender,"Sometimes, feels lonely",38.4,5 to 10 years,Living with lone parent
2022,Quebec,X Gender,"Sometimes, feels lonely",23.7,0 to 4 years,Living with lone parent
2022,Quebec,X Gender,"No, do not feel lonely",8.6,0 to 4 years,Other
2022,New Brunswick,X Gender,"Sometimes, feels lonely",16.1,11 to 14 years,Other
2022,New Brunswick,X Gender,"Sometimes, feels lonely",36.0,0 to 4 years,Living with lone parent
2022,New Brunswick,X Gender,"No, do not feel lonely",11.3,0 to 4 years,Living with two parents
2022,New Brunswick,X Gender,"Sometimes, feels lonely",15.6,0 to 4 years,Other
2022,New Brunswick,X Gender,"Sometimes, feels lonely",22.0,25 to 64 years,Not living with any parent
2022,New Brunswick,X Gender,"Sometimes, feels lonely",28.3,25 to 64 years,Living with lone parent
2022,New Brunswick,X Gender,"No, do not feel lonely",11.1,11 to 14 years,Living with two parents
2022,New Brunswick,X Gender,"No, do not feel lonely",9.9,25 to 64 years,Living with two parents
2022,Nova Scotia,X Gender,"Sometimes, feels lonely",26.5,20 to 24 years,Not living with any parent
2022,Nova Scotia,X Gender,"Sometimes, feels lonely",19.2,20 to 24 years,Living with lone parent
2022,Nova Scotia,X Gender,"Sometimes, feels lonely",16.4,20 to 24 years,Other
2022,Nova Scotia,X Gender,"Sometimes, feels lonely",35.4,15 to 19 years,Not living with any parent
2022,Nova Scotia,X Gender,"Sometimes, feels lonely",22.4,15 to 19 years,Living with lone parent
2022,Nova Scotia,X Gender,"No, do not feel lonely",5.5,15 to 19 years,Living with two parents
2022,New Brunswick,X Gender,"Sometimes, feels lonely",15.0,25 to 64 years,Other
2022,Quebec,X Gender,"No, do not feel lonely",6.8,0 to 4 years,Living with two parents
2022,New Brunswick,X Gender,"Sometimes, feels lonely",28.4,11 to 14 years,Living with lone parent
2022,New Brunswick,X Gender,"Sometimes, feels lonely",18.1,5 to 10 years,Other
2022,Quebec,X Gender,"Sometimes, feels lonely",24.5,25 to 64 years,Not living with any parent
2022,Quebec,X Gender,"Sometimes, feels lonely",19.0,25 to 64 years,Living with lone parent
